' ই.এম.	' I.ema.
পার্শ্বপথ	Parshbapatha
পার্শ্ববর্তী	Parshbabarti
পার্শ্ববর্তী	Parshbabarti
পার্শ্বাভিমুখ	Parshbabhimukha
পার্সলে	Parsale
পার্সেন্টাইল	Parsena'ila
পাল	Pala
পাল	Pala
পালক	Palaka
পালক	Palaka
পালক	Palaka
পালকহীন	Palakahina
পালকহীন ঈগল	Palakahina igala
পালকাবৃত	Palakabrta
পালটান	Palaana
পালতোলা	Palatola
পালতোলা নৌকা	Palatola nauka
পালন	Palana
পালন করা	Palana kara
পালা	Pala
পালা	Pala
পালান	Palana
পালান	Palana
পালান বিছানা	Palana bichana
পালিয়ে	Paliye
পালিশ	Palisha
পালোয়ান	Paloyana
পাল্কি	Palki
পাশ	Pasha
পাশ	Pasha
পাশব	Pashaba
পাশবিক	Pashabika
পাশবিক	Pashabika
পাশবিকতা	Pashabikata
পাশবিকতা	Pashabikata
পাশা	Pasha
পাশাখেলাবিশেষ	Pashakhelabishesa
পাশাপাশি	Pashapashi
পাশাপাশি	Pashapashi
পাশাপাশি শান্তিপূর্ণভাবে	Pashapashi shantipurnabhabe
পাশাপাশি স্থাপন করা	Pashapashi sthapana kara
পাশে ঝুলিয়া পড়া	Pashe jhuliya para
পাশের বাড়ির	Pashera barira
পাষণ্ড	Pasanda
পাষণ্ড	Pasanda
পাষাণহৃদয়	Pasanahrdaya
পাস	Pasa
পাসওয়ার্ড	Pasa'oyarda
পাসপোর্ট	Pasapora
পাসোভার	Pasobhara
পাস্তা	Pasta
পাস্তুরায়ন	Pasturayana
পাহাড়	Pahara
পাহাড়ী	Pahari
পাহাড়ের চূড়া	Paharera cura
পাহারা	Pahara
পাহারাদার	Paharadara
পি.	Pi.
পিং	Ping
পিংপং খেলা	Pimpang khela
পিংপং বল	Pimpang bala
পিউরিট্যানিক	Pi'uriyanika
পিউরিট্যানিক	Pi'uriyanika
পিএ	Pi'e
পিএ সিস্টেম	Pi'e sisema
পিএইচ	Pi'e'ica
পিক	Pika
পিক ট্রাক	Pika raka
পিকনিক	Pikanika
পিকলু	Pikalu
পিক্যান	Pikyana
পিক্সি	Piksi
পিক্সেল	Piksela
পিঙ্গল	Pingala
পিচ	Pica
পিচ	Pica
পিচকারি	Picakari
পিচবোর্ড	Picaborda
পিচের মত কাল	Picera mata kala
পিচ্ছিল	Picchila
পিছন	Pichana
পিছন - শেষ	Pichana - shesa
পিছনে	Pichane
পিছনে	Pichane
পিছনে	Pichane
পিছনের	Pichanera
পিছলাইয়া পড়া	Pichala'iya para
পিছলে পড়া	Pichale para
পিছে	Piche
পিজা	Pija
পিট	Pia
পিটপিট্ করা	Piapi kara
পিটা	Pia
পিটার	Piara
পিটুনি	Piuni
পিঠ চাপড়ান	Piha caparana
পিঠা	Piha
পিঠা	Piha
পিতল	Pitala
পিতলের বড় বাঁশি	Pitalera bara bamshi
পিতা	Pita
পিতা	Pita
পিতামহ	Pitamaha
পিতামহ	Pitamaha
পিতামহ ঘড়ি	Pitamaha ghari
পিতার দিন	Pitara dina
পিতৃতুল্য	Pitrtulya
পিতৃত্ব	Pitrtba
পিতৃত্ব	Pitrtba
পিতৃশাসিত	Pitrshasita
পিত্ত	Pitta
পিত্ত	Pitta
পিত্তকোষ	Pittakosa
পিন	Pina
পিন	Pina
পিন এবং সূঁচ	Pina ebang sumca
পিন নম্বর	Pina nambara
পিনবল মেশিন	Pinabala meshina
পিপা	Pipa
পিপি .	Pipi.
পিপীলিকা	Pipilika
পিভট	Pibhaa
পিয়ন	Piyana
পিয়ন	Piyana
পিয়ানো	Piyano
পিয়ানো	Piyano
পিয়ানোবোদক	Piyanobodaka
পিরামিড	Piramida
পিল	Pila
পিলসুজ	Pilasuja
পিশাচ	Pishaca
পিষা	Pisa
পিষ্টক	Pisaka
পিষ্টক	Pisaka
পিস কর্পস	Pisa karpasa
পিসি	Pisi
পিস্টন	Pisana
পিস্তল	Pistala
পীচ	Pica
পীড়ক	Piraka
পীড়ক	Piraka
পীড়ন করা	Pirana kara
পীড়াদায়ক	Piradayaka
পীড়িত করান	Pirita karana
পুঁচকে	Pumcake
পুঁচকে - হালফ্যাশনে	Pumcake - halaphyashane
পুঁজিপতি	Pumjipati
পুঁজিবাদ	Pumjibada
পুঁজিবাদী	Pumjibadi
পুংজননেন্দ্রি়	Punjananendri
পুকুর	Pukura
পুকুর	Pukura
পুঙ্খানুপুঙ্খ	Punkhanupunkha
পুঙ্খানুপুঙ্খভাবে	Punkhanupunkhabhabe
পুচ্ছ	Puccha
পুছা	Pucha
পুটিং	Puing
পুড়ন	Purana
পুড়ন	Purana
পুড়া	Pura
পুড়ান	Purana
পুড়ান	Purana
পুডিং	Puding
পুডিংবিশেষ	Pudimbishesa
পুণ্য	Punya
পুতলি	Putali
পুতুল	Putula
পুতুল	Putula
পুতুলনাচ	Putulanaca
পুতুলের বাড়ী	Putulera bari
পুত্র ইন আইন	Putra ina a'ina
পুদিনা	Pudina
পুন: প্রকাশ	Puna: Prakasha
পুন: প্রকাশ	Puna: Prakasha
পুন: প্রতিষ্ঠা	Puna: Pratisha
পুন: শিক্ষা	Puna: shiksa
পুন: শিক্ষা দেত্তয়া	Puna: shiksa dettaya
পুন: সংস্কার করা	Puna: Sanskara kara
পুনঃঅর্থনৈতিক সংস্থানের	Punaharthanaitika sansthanera
পুনঃনির্বাচিত	Punahnirbacita
পুনঃবিবেচনা	Punahbibecana
পুনরধিকার করা	Punaradhikara kara
পুনরাবির্ভা	Punarabirbha
পুনরাবির্ভুত হত্তয়া	Punarabirbhuta hattaya
পুনরাবৃত্ত	Punarabrtta
পুনরাবৃত্তি	Punarabrtti
পুনরাবৃত্তি	Punarabrtti
পুনরাবৃত্তি	Punarabrtti
পুনরাবৃত্তি করা	Punarabrtti kara
পুনরাবৃত্তিকারী	Punarabrttikari
পুনরাবৃত্তিমূলক	Punarabrttimulaka
পুনরায়	Punaraya
পুনরায় করা	Punaraya kara
পুনরায় চিন্তা করা	Punaraya cinta kara
পুনরায় ছাপান	Punaraya chapana
পুনরায় জালানী সরবরাহ করা	Punaraya jalani sarabaraha kara
পুনরায় তরূণ করা	Punaraya taruna kara
পুনরায় দেহধারণ	Punaraya dehadharana
পুনরায় নিশ্চিত করা	Punaraya nishcita kara
পুনরায় পালিশ করা	Punaraya palisha kara
পুনরায় পূর্ণ-করণ	Punaraya purna-karana
পুনরায় বহাল করা	Punaraya bahala kara
পুনরায় বিন্যাস করা	Punaraya bin'yasa kara
পুনরায় বিভক্ত	Punaraya bibhakta
পুনরায় বিয়ে	Punaraya biye
পুনরায় সংগ্রহিত করা	Punaraya sangrahita kara
পুনরায় সংগ্রহিত করা	Punaraya sangrahita kara
পুনরায় সজ্জিত করা	Punaraya sajjita kara
পুনরারম্ভ	Punararambha
পুনরারম্ভ করা	Punararambha kara
পুনরালোচনা	Punaralocana
পুনরুজ্জীবিত	Punarujjibita
পুনরুত্থান	Punarut'thana
পুনরুদ্দীপ্ত	Punaruddipta
পুনরুদ্ধার	Punarud'dhara
পুনরূজ্জীবিত করা	Punarujjibita kara
পুনরূজ্জীবিত করান	Punarujjibita karana
পুনরূত্থান	Punarut'thana
পুনরূত্থানকারী	Punarut'thanakari
পুনরূদ্ধার	Punarud'dhara
পুনরূদ্ধার করা	Punarud'dhara kara
পুনরূদ্ধার করা	Punarud'dhara kara
পুনর্করণ	Punarkarana
পুনর্গঠন	Punargahana
পুনর্গঠন	Punargahana
পুনর্গঠন	Punargahana
পুনর্গঠন করা	Punargahana kara
পুনর্গঠন করা	Punargahana kara
পুনর্গঠন করা	Punargahana kara
পুনর্গঠিত	Punargahita
পুনর্জন্ম	Punarjanma
পুনর্জাত	Punarjata
পুনর্জ্ীবত করা	Punarjibata kara
পুনর্নব	Punarnaba
পুনর্নিবেদন করা	Punarnibedana kara
পুনর্নির্দেশ	Punarnirdesha
পুনর্নির্মাণ করা	Punarnirmana kara
পুনর্নির্মিত	Punarnirmita
পুনর্বার	Punarbara
পুনর্বার লেখা	Punarbara lekha
পুনর্বাসন	Punarbasana
পুনর্বাসিত করা	Punarbasita kara
পুনর্বাসিত ব্যক্তি	Punarbasita byakti
পুনর্বিক্রয়	Punarbikraya
পুনর্বিচার	Punarbicara
পুনর্বিচার করা	Punarbicara kara
পুনর্বিন্যাস	Punarbin'yasa
পুনর্বিন্যাস	Punarbin'yasa
পুনর্বিন্যাস করা	Punarbin'yasa kara
পুনর্বিবাহের	Punarbibahera
পুনর্ব্যবহারযোগ্য	Punarbyabaharayogya
পুনর্ব্যবহৃত	Punarbyabahrta
পুনর্মিলন	Punarmilana
পুনর্মিলন	Punarmilana
পুনর্মিলন	Punarmilana
পুনর্মিলিত করা	Punarmilita kara
পুনর্মূল্যায়ন	Punarmulyayana
পুনর্লিখিত	Punarlikhita
পুনর্সাজান	Punarsajana
পুনশ্চ	Punashca
পুনশ্চ	Punashca
পুনশ্চ	Punashca
পুবাল বাতাস	Pubala batasa
পুমা	Puma
পুরস্কার	Puraskara
পুরস্কার	Puraskara
পুরস্কার	Puraskara
পুরস্কার	Puraskara
পুরস্কৃত করা	Puraskrta kara
পুরাতত্ত্ব	Puratattba
পুরাতন	Puratana
পুরাতন বন্ধুবান্ধব প্রভৃতির পুনর্মিলন	Puratana bandhubandhaba prabhrtira punarmilana
পুরাতন বাসিন্দা	Puratana basinda
পুরান	Purana
পুরান ধারণার	Purana dharanara
পুরান হত্তয়া	Purana hattaya
পুরাপুরি	Purapuri
পুরু	Puru
পুরু চর্মযুক্ত	Puru carmayukta
পুরুষত্ব	Purusatba
পুরুষত্বহীন	Purusatbahina
পুরুষত্বহীনতা	Purusatbahinata
পুরুষের চোগা	Purusera coga
পুরুষোচিত	Purusocita
পুরো ঘর	Puro ghara
পুরো সময়	Puro samaya
পুরোনো জিনিস	Purono jinisa
পুরোপুরি	Puropuri
পুরোভূমি	Purobhumi
পুল টেবিল	Pula ebila
পুলিন্দা	Pulinda
পুলিশ	Pulisha
পুলিশ	Pulisha
পুলিশ অফিসার	Pulisha aphisara
পুলিশ বাহিনী	Pulisha bahini
পুলিশ বিভাগ	Pulisha bibhaga
পুলিশ রাষ্ট্র	Pulisha rasra
পুলোভার	Pulobhara
পুষা	Pusa
পুষ্ট	Pusa
পুষ্টি	Pusi
পুষ্টিকর	Pusikara
পুষ্টিকর	Pusikara
পুষ্টির	Pusira
পুষ্প	Puspa
পুষ্প	Puspa
পুষ্পময়	Puspamaya
পুষ্পলতাবিশেষ	Puspalatabishesa
পুষ্পশোভিত	Puspashobhita
পুস্তিকা	Pustika
পুস্তিকা	Pustika
পূঁয	Pumya
পূজনীয়	Pujaniya
পূজা করা	Puja kara
পূজা করা	Puja kara
পূজ্য	Pujya
পূতি	Puti
পূতিগন্ধময়	Putigandhamaya
পূরণ করা	Purana kara
পূরণবাচক	Puranabacaka
পূরণীয়	Puraniya
পূর্ণ	Purna
পূর্ণ	Purna
পূর্ণ মাত্রার	Purna matrara
পূর্ণপ্রসারিত দেহে	Purnaprasarita dehe
পূর্ণবয়স্ক	Purnabayaska
পূর্ণবিকাশ	Purnabikasha
পূর্ণবেগে দৌড়ান	Purnabege daurana
পূর্ণসংখ্যা	Purnasankhya
পূর্ণিমা	Purnima
পূর্ব	Purba
পূর্ব	Purba
পূর্ব	Purba
পূর্বকল্পিত	Purbakalpita
পূর্বদিকে	Purbadike
পূর্বদিকে	Purbadike
পূর্বদিক্	Purbadik
পূর্বদেশীয়	Purbadeshiya
পূর্বধারণা	Purbadharana
পূর্বনির্দিষ্ট	Purbanirdisa
পূর্বপক্ষ	Purbapaksa
পূর্বপরিকল্পনা	Purbaparikalpana
পূর্বপুরুষ	Purbapurusa
