বহন অন	Bahana ana
দাসত্বে আবদ্ধ করা	Dāsatbē ābad'dha karā
বিনোদন	Binōdana
রসাল	Rasāla
বিনোদনকারী	Binōdanakārī
পোষণ করা	Pōṣaṇa karā
উচ্চাভিলাষী	Uccābhilāṣī
উদ্যোগ	Udyōga
প্রবেশ করান	Prabēśa karāna
জড়াইয়া পড়া	Jaṛā'iẏā paṛā
বিজড়িত	Bijaṛita
বিপর্যস্ত করা	Biparyasta karā
ফলস্বরূপ ঘটা	Phalasbarūpa ghaṭā
নিশ্চিত করা	Niścita karā
আসন্ন	Āsanna
ঘটা	Ghaṭā
পতাকাবাহী	Patākābāhī
মন্দিরমধ্যে রক্ষা করা	Mandiramadhyē rakṣā karā
আঁসাঁব্ল	Ām̐sām̐bla
দৃঢ়ভাবে প্রতিষ্ঠিত করা	Dr̥ṛhabhābē pratiṣṭhita karā
যাইবার পথে	Yā'ibāra pathē
নিয়োগ	Niẏōga
নথিভুক্ত করা	Nathibhukta karā
সমৃদ্ধি	Samr̥d'dhi
সমৃদ্ধ করা	Samr̥d'dha karā
খাপ্পা	Khāppā
যথেষ্ট	Yathēṣṭa
পাগল করা	Pāgala karā
বৃহদাকার	Br̥hadākāra
বিশালতা	Biśālatā
অতিশয়	Atiśaẏa
শত্রুতা	Śatrutā
সার্বজনীনভাবে	Sārbajanīnabhābē
উদ্দীপ্ত করা	Uddīpta karā
তালিকাভুক্তি	Tālikābhukti
পক্ষভুক্ত করা	Pakṣabhukta karā
জ্ঞানগর্ভ	Jñānagarbha
আলোকিত	Ālōkita
জ্বালান	Jbālāna
পরিবর্ধন	Paribardhana
সম্প্রসারিত করা	Samprasārita karā
রমণ	Ramaṇa
উপভোগ্য	Upabhōgya
ভোগ	Bhōga
হেঁয়ালিপূর্ণ	Hēm̐ẏālipūrṇa
হেঁয়ালি	Hēm̐ẏāli
বৃদ্ধি	Br̥d'dhi
উন্নত করা	Unnata karā
ভরা	Bharā
চিত্তাকর্ষক	Cittākarṣaka
নিমজ্জিত	Nimajjita
খোদাই	Khōdā'i
খুদা	Khudā
ইংরেজি	Inrēji
প্রকৌশল	Prakauśala
প্রকৌশলী	Prakauśalī
ইঞ্জিন	Iñjina
প্রসব করা	Prasaba karā
আকর্ষক	Ākarṣaka
বাগ্দানের নিদর্শনস্বরূপ আংটি	Bāgdānēra nidarśanasbarūpa āṇṭi
প্রবৃত্তি	Prabr̥tti
জড়িত	Jaṛita
চুক্তিবদ্ধ করান	Cuktibad'dha karāna
স্বাধীনতা দেত্তয়া	Sbādhīnatā dēttaẏā
বলবত্করণ	Balabatkaraṇa
শক্য	Śakya
জোরদার করা	Jōradāra karā
শক্তি	Śakti
প্রবলভাবে সক্রিয় করা	Prabalabhābē sakriẏa karā
শক্তি	Śakti
জীবন্তভাবে	Jībantabhābē
অনলস	Analasa
শত্রু	Śatru
শেষ জোন	Śēṣa jōna
স্থায়ী	Sthāẏī
সহ্য করা	Sahya karā
সহনশীলতা	Sahanaśīlatā
বৃত্তিদান	Br̥ttidāna
বুদ্ধি দ্বারা অলঙ্কৃত করা	Bud'dhi dbārā alaṅkr̥ta karā
পৃষ্ঠাঙ্কন	Pr̥ṣṭhāṅkana
অনুমোদন করা	Anumōdana karā
endlessly	Endlessly
অবিরাম	Abirāma
endive	Endive
শেষ	Śēṣa
স্থানীয়	Sthānīẏa
উপক্রম	Upakrama
আদর	Ādara
স্নেহসঞ্চারক	Snēhasañcāraka
আদরণীয় করা	Ādaraṇīẏa karā
বিপন্ন প্রজাতি	Bipanna prajāti
বিপন্ন	Bipanna
বিপন্ন করা	Bipanna karā
শেষ	Śēṣa
বিশ্বকোষ	Biśbakōṣa
বোঝা	Bōjhā
ব্যাহত করা	Byāhata karā
সীমালঙ্ঘন করা	Sīmālaṅghana karā
উত্তেজক	Uttējaka
অনুপ্রেরণা	Anuprēraṇā
উত্সাহিত করা	Utsāhita karā
সাক্ষাৎ	Sākṣāṯ
আর একবার	Āra ēkabāra
পরিবেষ্টন করা	Paribēṣṭana karā
ঘের	Ghēra
ঘিরা	Ghirā
ছিটমহল	Chiṭamahala
পরিবেষ্টন করা	Paribēṣṭana karā
enchilada	Enchilada
মোহন	Mōhana
মায়াময়	Māẏāmaẏa
বাঁধা	Bām̐dhā
প্রেমমুগ্ধ	Prēmamugdha
কলাই	Kalā'i
সক্রিয়	Sakriẏa
বিহিত করা	Bihita karā
অনুকরণ করা	Anukaraṇa karā
খালিহাতে	Khālihātē
খালি	Khāli
শূন্যতা	Śūn'yatā
রাজরাজেশ্বরী	Rājarājēśbarī
ক্ষমতায়ন	Kṣamatāẏana
ক্ষমতাপ্রদান করা	Kṣamatāpradāna karā
বড়বাজার	Baṛabājāra
কর্মসংস্থান সংস্থা	Karmasansthāna sansthā
চাকরি	Cākari
নিয়োগকর্তা	Niẏōgakartā
কর্মচারী	Karmacārī
চাকরী	Cākarī
গবেষণামূলক	Gabēṣaṇāmūlaka
সাম্রাজ্য	Sāmrājya
এমফিসেমা	Ēmaphisēmā
সজোরে	Sajōrē
সতেজ	Satēja
গুরুত্ব আরোপ করা	Gurutba ārōpa karā
জোর	Jōra
emphases	Emphases
সম্রাট	Samrāṭa
সহানুভূতি	Sahānubhūti
empathize	Empathize
আবেগপ্রবণ	Ābēgaprabaṇa
আবেগের	Ābēgēra
আবেগপ্রবণ	Ābēgaprabaṇa
আবেগ	Ābēga
এমি	Ēmi
প্রেরণ করা	Prēraṇa karā
নির্গমন	Nirgamana
গুপ্তচর	Guptacara
আমিরশাহী	Āmiraśāhī
আমির	Āmira
মাত্রাতিরিক্তভাবে	Mātrātiriktabhābē
বিশিষ্ট	Biśiṣṭa
প্রবাস	Prabāsa
বাসস্থান বদলান	Bāsasthāna badalāna
দেশান্তরী	Dēśāntarī
শিরিস বোর্ড	Śirisa bōrḍa
এমেরিটাস	Ēmēriṭāsa
উত্থানশীল	Ut'thānaśīla
আপত্কালীন কক্ষ	Āpatkālīna kakṣa
ইমার্জেন্সি ব্রেক	Imārjēnsi brēka
জরুরি অবস্থা	Jaruri abasthā
উত্থান	Ut'thāna
নিষ্ক্রমণ করা	Niṣkramaṇa karā
পান্না	Pānnā
emcee	Emcee
আদিম	Ādima
ভ্রূণ	Bhrūṇa
ঝামেলায় জড়ান	Jhāmēlāẏa jaṛāna
সূচিকর্ম	Sūcikarma
অলঙ্কৃত করা	Alaṅkr̥ta karā
আলিঙ্গন	Āliṅgana
এমবসড	Ēmabasaḍa
খোদাই করা	Khōdā'i karā
মূর্ত করা	Mūrta karā
প্রতিমূর্তি	Pratimūrti
প্রতীক	Pratīka
উত্সব করা	Utsaba karā
embittered	Embittered
তিক্ত করা	Tikta karā
embezzler	Embezzler
আত্মসাৎ	Ātmasāṯ
আত্মসাৎ করা	Ātmasāṯ karā
জ্বলন্ত অঙ্গার	Jbalanta aṅgāra
ভূষণ	Bhūṣaṇa
অলঙ্কৃত করা	Alaṅkr̥ta karā
শোয়ান	Śōẏāna
embattled	Embattled
দূতাবাস	Dūtābāsa
বিমূঢ়তা	Bimūṛhatā
embarrassingly	Embarrassingly
হতবুদ্ধিকর	Hatabud'dhikara
অপ্রস্তুত	Aprastuta
বিব্রত করা	Bibrata karā
পোতারূঢ করা	Pōtārūḍha karā
নিষেধাজ্ঞা	Niṣēdhājñā
বাঁধ	Bām̐dha
সুবাসিত করা	Subāsita karā
বন্ধনমুক্তি	Bandhanamukti
emancipated	Emancipated
মুক্ত করা	Mukta karā
নি: সৃত হত্তয়া	Ni: Sr̥ta hattaẏā
ই - মেইল	I - mē'ila
কৃশ	Kr̥śa
' ই.এম.	' I.Ēma.
পরী	Parī
অধরা	Adharā
পালান	Pālāna
স্পষ্ট করা	Spaṣṭa karā
অন্যত্র	An'yatra
অন্যথায়	An'yathāẏa
eloquently	Eloquently
বলিয়ে	Baliẏē
বাগ্মিতা	Bāgmitā
গোপনে পলায়ন	Gōpanē palāẏana
গোপনে পলায়ন করা	Gōpanē palāẏana karā
দীর্ঘায়ত	Dīrghāẏata
সম্প্রসারিত	Samprasārita
বেদারুজাতীয় বৃক্ষবিশেষ	Bēdārujātīẏa br̥kṣabiśēṣa
উপবৃত্তাকার	Upabr̥ttākāra
হরিণবিশেষ	Hariṇabiśēṣa
অভিজাত	Abhijāta
elitism	Elitism
সেরা অংশ	Sērā anśa
বর্জন	Barjana
নিষ্কাশন করা	Niṣkāśana karā
উপযুক্ত	Upayukta
বাঁছনীয়তা	Bām̐chanīẏatā
প্রকাশ করা	Prakāśa karā
বামন	Bāmana
পরী	Parī
একাদশ	Ēkādaśa
এগার	Ēgāra
লিফট	Liphaṭa
টিলা	Ṭilā
চড়ান	Caṛāna
হাতি	Hāti
উপাদান	Upādāna
প্রাথমিক স্কুল	Prāthamika skula
প্রাথমিক	Prāthamika
আধিভৌতিক	Ādhibhautika
উপাদান	Upādāna
বিষাদসঙ্গীত	Biṣādasaṅgīta
elegantly	Elegantly
মার্জিত	Mārjita
কমনীয়তা	Kamanīẏatā
ইলেকট্রনিক্স	Ilēkaṭraniksa
ইলেকট্রনিক মেইল	Ilēkaṭranika mē'ila
বৈদ্যুতিন	Baidyutina
বৈদ্যুতিন	Baidyutina
ইলেক্ট্রন	Ilēkṭrana
তড়িদ্বিশ্লেষণ	Taṛidbiślēṣaṇa
বিদ্যুদ্বাহক	Bidyudbāhaka
তড়িতাহত	Taṛitāhata
তড়িত	Taṛita
বৈদ্যুত্	Baidyut
বৈদ্যুতীকরণ করা	Baidyutīkaraṇa karā
বৈদ্যুতিক শক	Baidyutika śaka
বৈদ্যুতিক ক্ষুর	Baidyutika kṣura
বিদ্যুৎ	Bidyuṯ
তাড়িতী	Tāṛitī
বৈদ্যুতিক চেয়ার	Baidyutika cēẏāra
বৈদ্যুতিক	Baidyutika
বৈদ্যুতিক	Baidyutika
নির্বাচকমণ্ডলী	Nirbācakamaṇḍalī
নির্বাচনী কলেজ	Nirbācanī kalēja
নির্বাচনী	Nirbācanī
নির্বাচক	Nirbācaka
নির্বাচন	Nirbācana
নির্বাচিত	Nirbācita
জ্যেষ্ঠ	Jyēṣṭha
গুরুজন	Gurujana
বৃদ্ধ	Br̥d'dha
অগ্রজ	Agraja
elbowroom	Elbowroom
কনুই	Kanu'i
উল্লাস	Ullāsa
গর্বিত	Garbita
স্থিতিস্থাপকতা	Sthitisthāpakatā
স্থিতিস্থাপক	Sthitisthāpaka
চলা	Calā
বিবরণাদি	Bibaraṇādi
বিস্তারিতভাবে	Bistāritabhābē
সম্প্রসারিত	Samprasārita
সংযোজিত করা	Sanyōjita karā
নিক্ষেপ	Nikṣēpa
দূরীভূত করা	Dūrībhūta karā
উল্লাসধ্বনি	Ullāsadhbani
নির্গত করা	Nirgata karā
নয়তো	Naẏatō
আশি	Āśi
অশীতিতম	Aśītitama
অষ্টম	Aṣṭama
অষ্টদশ	Aṣṭadaśa
আঠার	Āṭhāra
আট	Āṭa
অঁ্যা	Am̐yā
egregiously	Egregiously
মর্মান্তিক	Marmāntika
আত্মম্ভরি	Ātmambhari
আত্মশ্লাঘী	Ātmaślāghī
অস্মিতা	Asmitā
অহংভাবপূর্ণ	Ahambhābapūrṇa
অহং	Ahaṁ
ডিমের খোসা	Ḍimēra khōsā
বেগুন	Bēguna
বুদ্ধিজীবী ব্যক্তি	Bud'dhijībī byakti
ডিম	Ḍima
সাম্য	Sāmya
সমমাত্রিক	Samamātrika
উদাহরণস্বরূপ	Udāharaṇasbarūpa
EFL	EFL
effusively	Effusively
নির্গমনশীল	Nirgamanaśīla
অনায়াসে	Anāẏāsē
অনায়াস	Anāẏāsa
প্রচেষ্টা	Pracēṣṭā
প্রতিকৃতি	Pratikr̥ti
দক্ষতার	Dakṣatāra
দক্ষ	Dakṣa
দক্ষতা	Dakṣatā
বুদ্বুদপূর্ণ	Budbudapūrṇa
বুজকুড়ি	Bujakuṛi
দুর্বল	Durbala
প্রভাব	Prabhāba
কার্যকারিতা	Kāryakāritā
কার্যকরীভাবে	Kāryakarībhābē
কার্যকর	Kāryakara
প্রভাব	Prabhāba
eerily	Eerily
ভুতুড়ে	Bhutuṛē
পাঁকাল	Pām̐kāla
শিক্ষাব্রতী	Śikṣābratī
শিক্ষাগতভাবে	Śikṣāgatabhābē
শিক্ষাগত	Śikṣāgata
শিক্ষা	Śikṣā
শিক্ষিত	Śikṣita
শিক্ষিত করা	Śikṣita karā
সম্পাদকীয়	Sampādakīẏa
সম্পাদক	Sampādaka
সংস্করণ	Sanskaraṇa
সম্পাদন করা	Sampādana karā
নৈতিক করা	Naitika karā
প্রাসাদ	Prāsāda
শিক্ষাদীক্ষা	Śikṣādīkṣā
ফরমান	Pharamāna
ভোজ্য	Bhōjya
ধারাল	Dhārāla
কিনারার দিকে	Kinārāra dikē
প্রান্ত	Prānta
ঘূর্ণিবায়ু	Ghūrṇibāẏu
চর্মরোগবিশেষ	Carmarōgabiśēṣa
জগদ্ব্যাপী	Jagadbyāpī
ভাবাবেশকর	Bhābābēśakara
পরমানন্দ	Paramānanda
বাস্তুতন্ত্র	Bāstutantra
অর্থনীতি	Arthanīti
খরচ বাঁচান	Kharaca bām̐cāna
অর্থনীতিবিদ	Arthanītibida
অর্থনীতি	Arthanīti
অর্থনৈতিকভাবে	Arthanaitikabhābē
মিতব্যয়ী	Mitabyaẏī
অর্থনৈতিক	Arthanaitika
বাস্তুসংস্থান	Bāstusansthāna
বাস্তব্যবিদ্যা	Bāstabyabidyā
বাস্তু-	Bāstu-
বাস্তুসংস্থানসংক্রান্ত	Bāstusansthānasaṅkrānta
অন্ধকার	Andhakāra
Eclair	Eclair
প্রতিধ্বনি	Pratidhbani
যাজকীয়	Yājakīẏa
ছিট	Chiṭa
অদ্ভুতস্বভাব	Adbhutasbabhāba
অত্যুত্সাহী	Atyutsāhī
ফোটা	Phōṭā
আবলুস	Ābalusa
ভাটা	Bhāṭā
যে আড়ি পেতে শুনে	Yē āṛi pētē śunē
আড়ি পেতে শোনা	Āṛi pētē śōnā
ঘরের ছাঁইচ	Gharēra chām̐ica
খাবারের দোকান	Khābārēra dōkāna
ভক্ষক	Bhakṣaka
ভুক্ত	Bhukta
খাওয়া	Khā'ōẏā
চিন্তাভাবনাহীন	Cintābhābanāhīna
আরাম-কেদারা	Ārāma-kēdārā
সহজ	Sahaja
পূর্বদিকে	Pūrbadikē
পূর্বদিকে	Pūrbadikē
প্রাচ্যবাসী	Prācyabāsī
পূর্ব	Pūrba
পুবাল বাতাস	Pubāla bātāsa
ইস্টার ডিম	Isṭāra ḍima
স্টার	Sṭāra
Eastbound	Eastbound
পূর্ব	Pūrba
সহজে	Sahajē
চিত্রফলক	Citraphalaka
আরাম	Ārāma
খলি	Khali
মর	Mara
কেঁচো	Kēm̐cō
earthshaking	Earthshaking
ভূমিকম্প	Bhūmikampa
পার্থিব	Pārthiba
earthiness	Earthiness
পৃথিবী	Pr̥thibī
পৃথিবী	Pr̥thibī
