প্রহসন	prahasana
প্রহার	prahara
প্রহার	prahara
করা	kara
প্রহৃত	prahrta
প্রাইভেট	praibhea
এন্টারপ্রাইজ	enarapraija
প্রাইমটাইম	praimaaima
প্রাইমেটদের	praimeadera
প্রাকৃতিক	prakrtika
প্রাকৃতিক	prakrtika
গ্যাস	gyasa
প্রাকৃতিক	prakrtika
সম্পত্তি	sampatti
প্রাক্কলন	prakkalana
প্রাক্তন	praktana
ছাত্র	chatra
প্রাগঐতিহাসিক	pragaaitihasika
প্রাগৈতিহাসিক	pragaitihasika
প্রাচিনতার	pracinatara
দরূন	daruna
সম্মানিত	sammanita
প্রাচী	praci
প্রাচীন	pracina
প্রাচীন	pracina
ভার্ষা	bharsa
শিক্ষার	shiksara
বিদ্যালয়	bidyalaya
প্রাচীন	pracina
রোমের	romera
মল্লযোদ্ধা	mallayoddha
প্রাচীর	pracira
ভাঙ্গার	bhangara
জন্য	janya
টেঙ্কিআকারের	enkiakarera
যন্ত্রবিশেষ	yantrabishesa
প্রাচুর্য	pracurya
প্রাচ্য	pracya
প্রাচ্যবাসী	pracyabasi
প্রাণঘাতী	pranaghati
প্রাণনাশক	prananashaka
প্রাণপনে	pranapane
প্রাণবধ	pranabadha
প্রাণবন্ত	pranabanta
প্রাণবন্ত	pranabanta
করা	kara
প্রাণরস	pranarasa
প্রাণরসায়ন	pranarasayana
প্রাণশক্তি	pranashakti
প্রাণিকুল	pranikula
প্রাণিবিদ্য	pranibidya
প্রাণিবিদ্যাগত	pranibidyagata
প্রাণিবিদ্যাবিত	pranibidyabita
প্রাণীদের	pranidera
প্রাণোচ্ছল	pranocchala
প্রাত	prata
প্রাতিষ্ঠানিক	pratishanika
প্রাথমিক	prathamika
প্রাথমিক	prathamika
চিকিত্সা	cikitsa
প্রাথমিক	prathamika
যত্ন	yatna
প্রাথমিক	prathamika
প্রাথমিক	prathamika
স্কুল	skula
প্রাথমিকভাবে	prathamikabhabe
প্রাদুর্ভাব	pradurbhaba
প্রাদেশিক	pradeshika
প্রাদেশিক	pradeshika
উচ্চারণভঙ্গি	uccaranabhangi
প্রাধান্য	pradhanya
প্রাধান্যকে	pradhanyake
প্রান্ত	pranta
প্রান্তদেশ	prantadesha
প্রান্তভাগ	prantabhaga
প্রান্তসীমা	prantasima
প্রান্তস্থ	prantastha
প্রান্তিক	prantika
প্রান্তিকতা	prantikata
প্রাপক	prapaka
প্রাপ্ত	prapta
প্রাপ্তবয়স্ক	praptabayaska
প্রাপ্তা	prapta
প্রাপ্তি	prapti
প্রাপ্য	prapya
প্রামাণিক	pramanika
প্রায়	praya
প্রায়	praya
প্রায়ই	prayai
প্রায়শ্চিত্ত	prayashcitta
প্রায়শ্চিত্তমূলক	prayashcittamulaka
প্রায়ুক্তিক	prayuktika
প্রারম্ভিক	prarambhika
প্রার্থনা	prarthana
প্রার্থনা	prarthana
করা	kara
প্রার্থী	prarthi
প্রাসঙ্গিক	prasangika
প্রাসঙ্গিকতা	prasangikata
প্রাসাদ	prasada
প্রাসাদতুল্য	prasadatulya
প্রাস্ত	prasta
প্রিন্টার	prinara
প্রিভিউ	pribhiu
প্রিমিয়াম	primiyama
প্রিয়	priya
প্রিয়	priya
একপাল	ekapala
প্রি়জননিয়োগবিধুর	prijananiyogabidhura
প্রি়ভাবে	pribhabe
প্রি্ম্	prim
প্রীতিকরভাবে	pritikarabhabe
প্রেক্ষক	preksaka
প্রেটসলের	preasalera
প্রেতপুরী	pretapuri
প্রেতাত্মা	pretatma
প্রেমপূর্ণ	premapurna
প্রেমমুগ্ধ	premamugdha
প্রেমমূলক	premamulaka
প্রেমমূলক	premamulaka
গীতিক	gitika
প্রেমিক	premika
প্রেমে	preme
হতাশ	hatasha
করা	kara
প্রেরক	preraka
প্রেরণ	prerana
করা	kara
প্রেরণা	prerana
প্রেরিত	prerita
প্রেরিত	prerita
বার্তা	barta
প্রেষণ	presana
প্রেস	presa
প্রেস	presa
এজেন্ট	ejena
প্রেস	presa
রিলিজ	rilija
প্রেসক্রিপশন	presakripashana
প্রেসবিটারিয়ান	presabiariyana
প্রেসার	presara
কুকার	kukara
প্রোগ্রামার	programara
প্রোগ্রামিং	programing
প্রোটন	proana
প্রোটিন	proina
প্রোটোকল	prookala
প্রোটোটাইপ	prooaipa
প্রোফাইল	prophaila
প্রোব	proba
প্লবতা	plabata
প্লাগ	plaga
প্লাটিনাম	plainama
প্লাবন	plabana
প্লাবিত	plabita
করা	kara
প্লাশ্	plash
প্লাস	plasa
প্লাস্টিক	plasika
প্লাস্টিক	plasika
সার্জারি	sarjari
প্লুটোনিয়াম	pluoniyama
প্লে	ple
প্লেক	pleka
প্লেগ	plega
প্লেট	plea
প্ল্যাকার্ড	plyakarda
প্ল্যাঙ্কটন	plyankaana
প্ল্যাটফর্ম	plyaapharma
প্ল্যাসেবো	plyasebo
ফক্কড়	phakkara
ফচকে	phacake
ফটকা	phaaka
ফটকামূলক	phaakamulaka
ফটোকপি	phaokapi
ফটোগ্রাফার	phaographara
ফটোগ্রাফি	phaographi
ফড়িং	pharing
ফণা	phana
ফণীমনসা	phanimanasa
ফন্ট	phana
ফন্দি	phandi
আঁটা	ama
ফন্দিবাজ	phandibaja
ফরগের্টমিনট	pharageraminaa
ফরমান	pharamana
ফরাসি	pharasi
ফরাসি	pharasi
টোস্ট	osa
ফরাসি	pharasi
ভাজা	bhaja
ফরাসি	pharasi
রুটি	rui
ফরিয়াদী	phariyadi
ফর্ক	pharka
লিফট	liphaa
ফর্ম	pharma
ফর্ম	pharma
চিঠি	cihi
ফর্মালডিহাইড	pharmaladihaida
ফলপ্রসূ	phalaprasu
ফলবতী	phalabati
ফলবিশেষ	phalabishesa
ফলস্বরূপ	phalasbarupa
ঘটা	ghaa
ফলাও	phalao
ফলান	phalana
ফলাফল	phalaphala
ফলিত	phalita
ফলের	phalera
টুকুরা	ukura
ফলের	phalera
বাগান	bagana
ফলের	phalera
মাছি	machi
ফসফেট	phasaphea
ফাঁক	phamka
ফাঁকা	phamka
ফাঁকে	phamke
ফাঁড়ি	phamri
ফাঁড়ি	phamri
স্থাপন	sthapana
করা	kara
ফাঁড়ি	phamri
স্থাপন	sthapana
করা	kara
লাইন	laina
ফাঁদ	phamda
ফাঁদ	phamda
দরজা	daraja
ফাঁদে	phamde
ধরা	dhara
ফাঁপা	phampa
ফাঁস	phamsa
করা	kara
ফাঁসি	phamsi
ফাঁসিকাঠ	phamsikaha
ফাংগাল	phangala
ফাইনাল	phainala
ফাইবার	phaibara
গ্লাস	glasa
ফাইল	phaila
ফাউল	phaula
ফাটল	phaala
ফানেল	phanela
ফানেলের	phanelera
মেঘ	megha
ফায়ার	phayara
সার্ভিস	sarbhisa
ফায়ার	phayara
স্টেশন	seshana
ফায়ারওয়াল	phayaraoyala
ফায়ারিং	phayaring
স্কোয়াড	skoyada
ফার্মাকোলজি	pharmakolaji
ফার্মাসিউটিকাল	pharmasiuikala
ফালা	phala
ফালি	phali
ফাস্ট	phasa
ফুড	phuda
ফিউজ	phiuja
বক্স	baksa
ফিউজ্	phiuj
ফিজিওথেরাপি	phijiotherapi
ফিট	phia
ফিটফাট	phiaphaa
ফিটফাট	phiaphaa
করিয়া	kariya
তোলা	tola
ফিটফাট	phiaphaa
ত্ত	tta
স্প্যান	spyana
ফিতা	phita
ফিতাক্রিমি	phitakrimi
ফিতামত	phitamata
ফিনকি	phinaki
ফিনিক্স	phiniksa
ফিরতি	phirati
ঠিকানা	hikana
ফিরোজা	phiroja
ফিলে	phile
মিনন	minana
ফিল্টার	philara
ফিসনেট	phisanea
ফু	phu
ফুঁকা	phumka
ফুঁয়োফুঁয়ো	phumyophumyo
ফুট	phua
ফুট	phua
ফুটকিওয়ালা	phuakioyala
ফুটন্ত	phuanta
ফুটপাথ	phuapatha
ফুটবল	phuabala
ফুটবল	phuabala
খেলা	khela
ফুটা	phua
ফুটি	phui
ফুটেজ	phueja
ফুরণ	phurana
ফুরান	phurana
ফুর্তিবাজ	phurtibaja
ফুল	phula
ফুলকা	phulaka
ফুলের	phulera
ফুসকুড়ি	phusakuri
ফুস্কুড়ি	phuskuri
ফুস্কুড়িযুক্ত	phuskuriyukta
ফুস্ফুসগত	phusphusagata
ফূর্তিতে	phurtite
ফেকাসে	phekase
ফেজ	pheja
ফেজটুপি	phejaupi
ফেডারেল	phedarela
ফেডারেল	phedarela
রিজার্ভ	rijarbha
সিস্টেম	sisema
ফেডারেলিস্ট	phedarelisa
ফেনা	phena
ফেনা	phena
রাবার	rabara
ফেনিল	phenila
ফেন্ডার	phendara
ফেন্ডার	phendara
পানোত্সব	panotsaba
ফেব্রুয়ারি	phebruyari
ফেরতযোগ্য	pheratayogya
ফেরাউন	pherauna
ফেরি	pheri
করা	kara
ফোঁটা	phoma
ফোঁটা	phoma
ফোঁটা	phoma
ফোঁড়া	phomra
ফোকাল	phokala
পয়েন্ট	payena
ফোকাস	phokasa
ফোটা	phoa
ফোটোগ্রাফিক	phoographika
ফোড়া	phora
ফোন	phona
ফোন	phona
চালাঘর	calaghara
ফোন	phona
ফোয়ারা	phoyara
ফোরক্লোসারের	phoraklosarera
ফোরাম	phorama
ফোলা	phola
ফোলান	pholana
ফোল্ডার	pholdara
ফোস্কা	phoska
ফ্যাক্স	phyaksa
ফ্যানাটিক	phyanaika
ফ্যাব্রিক	phyabrika
ফ্যাশন	phyashana
ফ্যাশন	phyashana
অন্বেষণ	anbesana
ফ্যাসিবাদ	phyasibada
ফ্যাসিস্ট	phyasisa
ফ্রয়েডের	phrayedera
ফ্রাংক	phranka
ফ্রাই	phrai
ফ্রাইং	phraing
প্যান	pyana
ফ্রি	phri
ফ্রি	phri
এন্টারপ্রাইজ	enarapraija
ফ্রিওয়ে	phrioye
ফ্রিকোয়েন্সি	phrikoyensi
ফ্রিজ	phrija
ফ্রিল্যান্স	phrilyansa
ফ্রিল্যান্সার	phrilyansara
ফ্রেইটারের	phreiarera
ফ্রেজাল	phrejala
ক্রিয়া	kriya
ফ্রেম	phrema
ফ্লপি	phlapi
ফ্লপি	phlapi
ডিস্ক	diska
ফ্লাইট	phlaia
ফ্লাইট	phlaia
চেড়	cera
ফ্লামেনকো	phlamenako
ফ্লু	phlu
ফ্লো	phlo
চার্ট	cara
ফ্লোরাইড	phloraida
ফ্ল্যাট	phlyaa
ফ্ল্যাশ	phlyasha
ফ্ল্যাশ	phlyasha
কার্ড	karda
ফ্ল্যাশ	phlyasha
বন্যা	banya
ফ্ল্যাশব্যাক	phlyashabyaka
ফ্ুলপাছ	phulapacha
বআকারের	baakarera
গলা	gala
